table_name,last_updated,paused,state,sync_status
retirement_cancel_rollover_withdrawal_header_,"July 31, 2025, 9:19 AM",true,disabled,not_syncing_yet
workers_compensation_view_all_policy_wages,"July 31, 2025, 9:19 AM",true,disabled,not_syncing_yet
human_resources_save_eeo_1_employment_data_report,"July 31, 2025, 9:19 AM",true,disabled,not_syncing_yet
help_favorite_help_article_bulldozer,"July 31, 2025, 9:19 AM",true,disabled,not_syncing_yet
user_navigate_turbo_tax_ph_,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
people_go_to_paychex_pay,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
payroll_open_multiple_holds_payroll_details_db_,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
check_stubs_expand_or_collapse_check_details_gross_earnings,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
workers_compensation_save_edit_certificate_delivery_method,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
workers_compensation_navigate_works_compensation,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
hiring_skip_wotc_onboarding_task,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
people_save_edit_employee_status,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_learn_more_special_withdrawal,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
tax_documents_download_tax_document_s_,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
time_attendance_navigate_new_time_cards,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_navigate_retirement_calculator,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
people_start_direct_deposit_worker_onboarding_task,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
people_save_edit_federal_taxes,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
retirement_next_step_rollover_withdrawal,"July 31, 2025, 9:18 AM",true,disabled,not_syncing_yet
